Category,Type,Cond_Price,IPTU_Price,Area,Bedrooms,Bathrooms,Garage,Property_Detail,Cond_Detail,Price,Zipcode,City,Neighboor,Address,Description
Apartamentos,Venda - apartamento padrão,R$ 255,R$ 0,61m²,3,1,1,Churrasqueira,"Portaria, Permitido animais, Condomínio fechado",R$ 120.000,60864245,Fortaleza,Cajazeiras,Rua Margarida Queiros,"Código do anúncio: 1F937E1

Olha só esse apê que ótimo!

Super tranquilo e de fácil acesso.
Muito arborizado, o contato com a natureza é garantido.


Vai lhe possibilitar praticar diversos esportes na quadra poliesportiva.

Espaço reservado para preparar o seu churrasco.

Está em um condomínio protegido com segurança."
Apartamentos,Venda - apartamento padrão,R$ 350,R$ 0,80m²,2,2,2,,,R$ 275.000,60410637,Fortaleza,Vila União,Rua Tianguá,"Código do anúncio: tersia

O apartamento está localizado no bairro Vila União possui 80 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros"
Apartamentos,Venda - apartamento padrão,R$ 962,R$ 0,88m²,3,3,2,"Quarto de serviço, Área de serviço, Varanda, Armários embutidos","Salão de festas, Portaria, Condomínio fechado, Elevador, Permitido animais",R$ 300.000,60175375,Fortaleza,Papicu,Rua Alfeu Aboim,"Código do anúncio: 1RQH19J

Apartamento  Projetado com localização privilegiada, próximo ao Shopping Rio Mar no bairro Papicu, em Fortaleza.

Apartamento oferece:

88 m², 3 quartos, sendo 2 suítes, 3 banheiros, Sala, Varanda, Cozinha, Área de serviço, Quarto e banheiro de Serviço, Totalmente Nascente.

Além de 2 Vagas de garagem, Recepção, Entrada de serviço, Playground, Salão de Festa e Jardim.

Encontra-se na privacidade de um condomínio fechado, com excelentes instalações. O condomínio é protegido por Portaria 24h, Circuito de Segurança, Sistema de Alarme e Vigia.

Nas proximidades você encontrará:
Shopping
Supermercados 
Farmácias
Restaurantes


Agende sua visita!

Conceição Silva
Corretora e Avaliadora de Imóveis"
Apartamentos,Venda - apartamento padrão,R$ 320,R$ 300,65m²,3,1,2,,,R$ 270.000,60741200,Fortaleza,Serrinha,Rua Álvares Cabral,"Código do anúncio: AP 155

Excelente apartamento a venda no Condomínio Brisa da Serra na Rua Duarte Pimentel 155,  bairro: Serrinha. 
APARTAMENTO: no 9º andar, nascente, medindo 65 metros quadrados, divididos em salas de estar e jantar, varanda, 3 quartos (1 suíte + 1 suíte reversível), cozinha e área de serviço.
OBS 1: o apartamento é todo novo, com teto rebaixado e em sanca com luzes de led,  móveis projetados novos em todos os ambientes e super ventilado.
CONDOMÍNIO:  piscina adulto e infantil, playground, salão de festas, pista de skate, praça de conveniência, campo de futebol, deck com churrasqueira, espaço para pets, portaria presencial 24 horas, circuito interno de tv, cerca elétrica, interfone e 2 vagas de garagem.
OBS 2: condomínio próximo a vias de acesso, mercantis, bancos, lotéricas, pet shoppings padarias, farmácias, faculdades, escolas, hospitais, restaurantes, shoppings etc.

ALLAN PINTO   CRECI: 17.974-F"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,203m²,5 ou mais,5 ou mais,4,"Quarto de serviço, Varanda, Área de serviço, Churrasqueira, Academia, Piscina","Piscina, Condomínio fechado, Portaria, Permitido animais, Academia, Elevador, Salão de festas",R$ 2.661.500,60170040,Fortaleza,Meireles,Rua Leonardo Mota - até 899/900,"Código do anúncio: STRL4622

Vendo apartamento 203m2 em condomínio em construção no melhor do bairro Meireles Valor a partir de R$ 2.661.500*. Previsão de entrega 09/2023.

Invista agora para receber um imóvel com altíssima valorização!

Apartamentos 1 por andar
209,27 m2 com jardim na varanda ou de 202,65 m2
- 4 opções de plantas
- 4 vagas de garagem
- Elevador social codificado
- Elevador de serviço tamanho maca
- Rooftop, com piscina aquecida e borda transparente
- Áreas comuns com acessibilidade
- Paisagismo conceitual
- Iluminação das linhas arquitetônicas
- Jardins verticais irrigados de
forma inovadora por gravidade
com a água de condensação dos ares-condicionados e águas pluviais.

Áreas comuns equipadas e decoradas.
Térreo
1 - Porte cochere
2 - Jardim vertical
3 - Guarita com vidro de segurança 4 - Acesso pedestres
5 - Hall social
6 - Acesso veículos
7 - Acesso subsolo
Mezanino
8 - Hall salão de festas
9 - Salão de festas 10 - Brinquedoteca
11 - Deck com bar
12 - Solarium com painel artístico 13 - Piscina infantil
14 - Hidromassagem
15 - Estar funcionários
16 - Laje técnica

Tecnologias que garantem a redução da taxa de condomínio e a preservação ambiental
 Placas fotovoltaicas que reduzem o consumo de energia
 Aproveitamento de água de condensação e águas pluviais para
irrigação dos jardins por gravidade
 Sistema de irrigação automatizado
 Água premium
 Medidores individuais de água e gás
 Sensores de presença no Hall Social
 Sistema de detecção ativa de gás
 Louças e metais sanitários de baixo consumo
 Tomadas USB nos apartamentos
 Coleta seletiva de lixo
 Ponto de abastecimento para carro elétrico para cada unidade

*Valor referente a unidade nº 200 da tabela de Junho 2022. Os valores podem varias sem aviso-prévio. Contate-nos para verificar todas as condições e disponibilidades atualizadas."
Apartamentos,Venda - apartamento padrão,R$ 1.300,R$ 1,205m²,4,5 ou mais,3,,"Condomínio fechado, Portaria",R$ 2.000.500,60170151,Fortaleza,Aldeota,Rua Vicente Leite - de 881/882 a 1989/1990,"Código do anúncio: TR97476-LUA - 127

Ao entrar em contato conosco, informe o código (TR101710) ao pré atendente de plantão.
Entre no nosso Site triunfoimoveis COM - digite o mesmo código e veja mais detalhes deste imóvel.

=========== O IMÓVEL ===========

O Apartamento:

- 204m²
- 4 Suítes 
- Cozinha com Áreaa Serviço e DCE
- Lavabo
- Sala de Estar e Jantar ampliado 
- 3 vagas 
- Varanda Gourmet

O Empreendimento:

- 2 por andar
- 23 andares
- Entregue em 2019

=========== CONDOMÍNIO ===========

Uma Área de Lazer Completa :

Salão de Jogos
Salão de Festas com Bar
Espaço Gourmet com Churrasqueira
Brinquedoteca
Espaço Fitness
Piscina Adulto e Infantil
Playground
Quadra Poliesportiva

======== A TRIUNFO IMÓVEIS =========

Somos especialistas em GENTE! Procuramos Entender você antes de Atender. 
Procuramos estar sempre à frente do mercado com: Tecnologia e Inovação.

Fale com nosso Pré-Atendimento:
FORTALEZA Creci 452J

FIXO (85) 3016.3300

WHATSAPP (85) 98190.3300

==== FINANCIAMENTO BANCARIO ===

APROVAMOS SEU CREDITO EM TODOS OS BANCOS (SOMOS CORRESPONDENTE BANCARIO)

 Ganhe Suporte Juridico para acompanhar seu processo de compra do seu imóvel
 Ganhe TEMPO deixando toda burocracia conosco.

NÃO ASSINE CONTRATO NEM PAGUE SINAL, ANTES DE CERTIFICAR OS DOCUMENTOS.
Para qualquer dúvida ligue para nosso Correspondente Bancário: 
(85)3121.8566 ou  

=========== REDES SOCIAIS ===========

Acompanhe as nossas redes sociais, os imóveis mais luxuosos e exclusivos de FORTALEZA
Instagram: @triunfimoveisfortaleza

Youtube: Triunfo Imoveis

WHATSAPP (85) 98190.3300

=========== TEXTO LEGAL ===========

*Todos os valores anunciados podem sofrer alterações sem prévio aviso, seguindo determinação de seus proprietários ou em consequência das variações do mercado imobiliário. Sem ônus algum para imobiliária
Por política de privacidade e segurança dos proprietários, não informamos andar nem numero de apartamento, somente após identificação através de telefone e e-mail."
Casas,Venda - casa em condominio fechado,R$ 460,R$ 476,88m²,3,3,2,Piscina,"Condomínio fechado, Piscina",R$ 270.000,60831460,Fortaleza,Lagoa Redonda,Rua Valdizar Saldanha Fontenele,"Código do anúncio: CA0011

Residencial Gipsy 1

Lagoa Redonda

Casa duplex
3 quartos sendo uma suíte
Banheiro social
1 lavabo
Sala de estar e jantar
Cozinha
Deck, churrasqueira
Projetada
3 ar condicionados
2 vagas
Forno
Coifa
Porcelanato
-
piscina de raia
deck
salão de festas
playground
quadra
área verde
portaria 24h
Próximo a Delegacia -"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,500m²,5 ou mais,5 ou mais,5 ou mais,"Churrasqueira, Ar condicionado, Área de serviço, Piscina",Piscina,R$ 2.000.000,60182185,Fortaleza,Vicente Pinzon,Avenida Trajano de Medeiros - lado ímpar,"Código do anúncio: CA0212

Excelente Casa com 500m²  nas Dunas com 1.250m² de área construída
5 suítes
8 banheiros
8 vagas
500 m²

Sobre o imóvel
Localizada na Av. Trajano de Medeiros, Dunas, á 700m da Praia do Futuro, à 5 min do Shopping Riomar, próxima às melhores barracas de praia de Fortaleza.

Metragens: Terreno de 25,00m 50,00m = 1.250,00 / Área construída: 500,00m²

Casa duplex com vista mar cinematográfica, piscina c/ deck e 2 wcs externos, 5 suítes c/ espaçosa varanda (casal c/ closet), 2 salas em granito, cozinha planejada c/ armários, , garagem 7 carros (3 cobertos e 4 descobertos), poço profundo, jardins, dispensa, área de serviço, dependência de empregada, suíte do caseiro. -"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,192m²,4,2,2,,,R$ 550.000,60334150,Fortaleza,Barra do Ceará,Rua Quatorze de Maio,"Código do anúncio: JRF2857

A casa está localizado no bairro Barra do Ceará com 192 metros quadrados com 4 quartos sendo 1 suite e 2 banheiros.jota rodrigues.85.9. 85.9."
Casas,Venda - casa em rua pública,R$ 700,R$ 0,124m²,3,3,3,"Área de serviço, Churrasqueira, Ar condicionado",,R$ 410.000,60830545,Fortaleza,José de Alencar,Rua Doutor Airton Bezerra,"Código do anúncio: CA0270

Mega Imóveis Prime vende excelente casa duplex em condomínio muito arborizado com 03 quartos sendo 01 suíte,03 vagas de garagem, próxima a faculdade, supermercados,farmácias. -"
Apartamentos,Venda - apartamento padrão,R$ 1.900,R$ 0,219m²,4,5 ou mais,4,"Piscina, Ar condicionado, Área de serviço, Varanda, Churrasqueira","Piscina, Elevador",R$ 2.400.000,60135420,Fortaleza,Dionisio Torres,Rua Henriqueta Galeno - até 799/800,"Código do anúncio: AP0121

Jasmim é um empreendimento único, inspirado em cada detalhe na beleza exuberante da natureza para ser o seu recanto de estilo e equilíbrio. É você e a natureza em comunhão. Uma união perfeita que nasce de uma parceria iluminada pelo arrojo, o esmero na qualidade construtiva, a credibilidade e a solidez da C.Rolim Engenharia. Jasmim é naturalmente a escolha da sua vida. -"
Casas,Venda - casa em condominio fechado,R$ 350,R$ 0,60m²,2,2,2,"Área de serviço, Churrasqueira, Piscina, Ar condicionado","Piscina, Condomínio fechado",R$ 160.000,60831370,Fortaleza,Lagoa Redonda,Avenida Professor José Arthur de Carvalho,"Código do anúncio: CA2984

Linda Casa para locação na Lagoa redonda

Casa em condomínio com 02 Suítes, Sala ampla, Cozinha com armários, área de serviço, WC Social e  Quintal

Condomínio fechado em rua privativa portando Área de lazer: piscina adulto e infantil, deck, churrasqueira, Portaria e cerca elétrica. -"
Apartamentos,Venda - apartamento padrão,R$ 1.025,R$ 0,127m²,3,3,2,"Piscina, Área de serviço","Elevador, Piscina",R$ 552.805,60135430,Fortaleza,Dionisio Torres,Rua Professor Francisco Gonçalves - até 1188/1189,"Código do anúncio: AP1112

Condomínio Fechado no bairro coco, com 126,50 m² de área construída, 3 suítes, totalmente nascente, sala para 2 ambientes, 2 vagas de garagem, cerca elétrica, área de serviço e área de lazer completa com playground, recepção, churrasqueira, piscina e quadra poliesportiva. -"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,356m²,4,5 ou mais,5 ou mais,"Academia, Churrasqueira, Área de serviço",Academia,R$ 3.200.000,60125120,Fortaleza,Meireles,Rua Joaquim Nabuco - até 789/790,"Código do anúncio: 2341

Apartamento, Área Total: 655.31m², Área Comum: 298.69m², Área Privativa/Construída: 356.62m², 4 dormitórios, 4 suítes, 5 garagens, Ar Condicionado, Área de Serviço, Churrasqueira, Cozinha Americana, Despensa, Dormitorio Empregada, Escritorio, Lavabo, Piscina Infantil"
Apartamentos,Venda - apartamento padrão,R$ 1.200,R$ 3.000,172m²,4,4,2,"Mobiliado, Churrasqueira","Portaria, Condomínio fechado, Permitido animais",R$ 670.000,60140200,Fortaleza,Aldeota,Rua Paula Ney,"Código do anúncio: Mansão do Bosque

O apartamento está localizado no bairro Aldeota tem 172 metros quadrados com 4 quartos sendo 3 suites, gabinete, lavabo e 2 vagas paralelas.
Voltado para o nascente, muito bem ventilado.
Próximo a escolas, hospitais, supermercados, ao BNB Clube, academias, shoppings e muito mais.
Agende sua visita e venha conhecer esse belo apartamento.
O condominio tem uma quadra poliesportiva e uma churrasqueira."
Apartamentos,Venda - apartamento padrão,R$ 1.300,R$ 2.450,202m²,3,5 ou mais,4,Academia,"Academia, Condomínio fechado, Permitido animais, Portaria, Salão de festas, Elevador",R$ 1.100.000,60170288,Fortaleza,Aldeota,Rua Coronel Jucá - de 431/432 a 1689/1690,"Código do anúncio: Ap566

Excelente apartamento na Aldeota, alto padrão, 202 m2 l, totalmente nascente, andar intermediário no melhor do bairro Aldeota. Possui 3 suítes, gabinete e Dce, cozinha e área de serviço toda projetada, linda varanda e 3 vagas de garagem.  Área de lazer com playground , salão de festas, poço profundo, gerador, quadra poliesportiva, academia equipada, e um lindo jardim. Próximo a shoppings, escolas, academias, supermercados para uma melhor praticidade no dia a dia para você e toda sua família . Venham conferir!

AGENDE SUA VISITA 
MONTENEGRO IMÓVEIS 
CRECI 20068 PJ"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,90m²,3,3,2,"Piscina, Churrasqueira, Mobiliado, Ar condicionado, Varanda, Academia","Salão de festas, Academia, Portaria, Condomínio fechado, Piscina, Permitido animais, Elevador",R$ 899.000,60810130,Fortaleza,Guararapes,Rua Cláudio Manuel Dias Leite,"Código do anúncio: Bellatrix Residence

O apartamento está localizado no bairro Guararapes tem 90 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros
Possui academia, espaço gourmet, parquinho infantil, salão de festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Churrasqueira para você aproveitar nos momentos de descontração.
Elevador para mais praticidade no dia-a-dia.
Fica em um condomínio fechado.
Já tem os móveis incluídos."
Apartamentos,Venda - apartamento padrão,R$ 914,R$ 0,118m²,4,4,5 ou mais,"Academia, Armários embutidos, Armários na cozinha","Permitido animais, Condomínio fechado, Portaria, Salão de festas, Academia",R$ 329.000,60175045,Fortaleza,Papicu,Rua Pereira de Miranda - até 99997/99998,"Código do anúncio: TWINWS

Apartamento localizado no bairro Papicu com área de 118m² com 4 quartos sendo 3 suítes e 4 banheiros.

a vista 299 mil financiado 349 mil 

Somos especialistas na região! 

Confira outras oportunidades que temos nos Empreendimentos: 
Condomínio Soneto | Jardim Europa | Cristal | Vanguardia | Prime | José Martins | Mônaco | Acrópolis | Mar e Mar | Jardins de Monet | Palazzo | Arc de France | Bonaire | Circulo Place | Athena | Belle Vile | Lumiar | Vintage Aldeota | Saint Square | Paço dos Pássaros | Maison Classic | Villa Sonata | Luminus | Plaza de Anibal | Lucca | Home Club | Vila Firenze | Scoa Residence | Marees | Galerie Cezenne | Galerie Cezanne | Lidiapolis | Antilhas | Promenade | José Cabral | Lina | Telma Rios | Lês Jardim | Hyperion | Granada | Ravenna | Vila Sonata | Villa Domani | Apogeu | Maresias | Las Palmas | Solaris | Laffite | Summer Park | Mandara | Liberty 1 | The Village | | Lilac | Avallon | Reserva Imperial | Adagio | Fioretto | Solar Bezerra de Menezes Symbolo | Absoluto | Cosmopolitam | Apogeu | Ilha do Mel | Celebration | Verdi Imperator | Condominio Reservatto | Ilhas do Parque | Park Millenium | Bravo Residence | Parc Victoria | Isla Jardin | Renata | Arboreto | Maison Blanche | Strauss | Andorra | Las Palmas | Villagio Del Maré | Sonate | Essenza Soneto | Jardim Europa | Cristal | Vanguardia | Prime | José Martins | Mônaco | Arc de France | Circulo Place | Lumiar | Saint Square | Maison Classic | Villa Sonata | Luminus | Plaza de Anibal | Home Club | Galerie Cezanne | Lidiapolis | José Cabral | Lina | Lês Jardim | Ravenna | Villa Domani | Maresias | Liberty 1 | Ilhas Gregas |Esquinas das Silvas | Paço dos Pássaros | Casa Blanca | The Place | Mansão Macedo | Volta da Jurema | Saint Paul de Vence | Cosmopolitan | Maison de La Art | Green Park | The Park | Bossa Nova | Paço do Bem | San Luigi | Palazzo | Vitral dos Mares | Portal das Marés | Vila Ideal | Sanford | The Palace | Mucuripe Plaza | Libanus | Fernando Silveira | Palmares | Renaissance | Abelardo Pompeu | Catamarã | Delos | Casa Rosa | Tragaluz | Monte Libano | Lazuli | Costa Mare | Maison Karine | Reserva Stella Maris | Beira Mar"
