Category,Type,Zipcode,City,Neighboor,Address,Description,c_Elevador,c_Portaria,c_Piscina,c_Portao_eletronico,c_Condominio_fechado,c_Segurança_24h,c_Permitido_animais,c_Area_murada,c_Academia,c_Salao_de_festas,p_Porteiro_24h,p_Churrasqueira,p_Piscina,p_Armarios_embutidos,p_Ar_condicionado,p_Quarto_de_servico,p_Varanda,p_Armarios_na_cozinha,p_Academia,p_Area_de_servico,p_Mobiliado,p_Salao_de_festas,Price_Value,Area_value,Bedrooms_qty,Bathrooms_qty,Garage_qty,square_meter_price,full_adress,location
Apartamentos,Venda - apartamento padrão,60442056,Fortaleza,Couto Fernandes,Rua Oscar Bezerra,"Código do anúncio: AP1473

ARRAIS IMOBILIÁRIA vende (ER):

::: Aprovamos seu financiamento :::
- Cote o melhor banco:
CAIXA | ITAU | BRADESCO | SANTANDER

::: Regularizamos o seu imóvel::::
INVENTÁRIO | USUCAPIÃO | AVERBAÇÃO | POSSE.

::: Oportunidade no Bairro Couto fernandes
Belíssimo Apartamento.

::: CARACTERÍSTICAS
::: 03 Quartos,  com 01 Suíte;
::: 02 Banheiros ;
::: Sala
::: Varanda
::: Cozinha Projetada
::: 02 Vagas
::: Andar Alto;
::: Escada

ÁREA COMUM
::: Sala de espera;
::: Jardins;

LAZER
::: Deck c/ Churrasqueira;
::: Playground;
::: Piscina Adulta e Infantil;

SEGURANÇA
::: Portão Elétrico;
::: Guarita;
::: Porteiro 24h;
::: Cerca Elétrica;
::: Câmeras de Segurança

::: Posição 100% (Nascente)
:::: Localização::: Próximo à Escolas, Hospitais, Parada de Ônibus,
Padarias, Posto de Gasolina, Farmácias, Supermercados, Igrejas.

::: Contatos e Maiores Informações:

::: Setor Vendas (Seg à Sáb - 8h as 17h)
(85) 9.  (Zap/Cel)

ALUGUE COM GARANTIA:
::: Setor Locação (Seg à Sex - 8h as 17h)
 (Zap/Cel) -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,230000,59,3,2,1,3898.3050847457625,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza - CE","Rua Oscar Bezerra, Couto Fernandes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60442-056, Brasil"
Apartamentos,Venda - apartamento padrão,60181822,Fortaleza,Praia do Futuro I,Rua Oliveira Filho - de 1701/1702 a 2499/2500,"Código do anúncio: AP0261

Apartamento com 3 dormitórios à venda, 100 m² por R$ 250.000 - Vicente Pinzon - Fortaleza/",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,250000,100,3,2,1,2500.0,"Rua Oliveira Filho - de 1701/1702 a 2499/2500, Praia do Futuro I, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60192120,Fortaleza,Cocó,Avenida Padre Antônio Tomás - de 2496/2497 ao fim,"Código do anúncio: AP13PORTLESVIR

Magnífico apartamento à venda no bairro Cocó, ao lado da Padaria Portugalia, com 102m², 03 quartos sendo 01 suíte, wc social, sala de estar/jantar, cozinha, área de serviço e dce. Piso 100% cerâmica, armários fixos e aquecedor para água. Varanda com linda vista permanente do parque do cocó. 

Condomínio com Portaria elevada com eclusa, central de segurança, jardim, salão de festas e brinquedoteca. 

Localizado entre shopping Riomar e Iguatemi, próximo de diversos colégios, faculdades, bancos, supermercados, academias, praças e demais utilidades pública. Apenas 2,5km da praia do futuro.

Maiores Informações:
Célio Freitas
Corretor de Imóveis - CRECI 12664
85.98604.6936",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,560000,102,3,2,2,5490.196078431372,"Avenida Padre Antônio Tomás - de 2496/2497 ao fim, Cocó, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60822365,Fortaleza,Cambeba,Rua Fernando Santos,"Código do anúncio: aptoinovattocondominium

ATENÇÃO! 
CHEGOU A ÚLTIMA OPORTUNIDADE DE 110M²
Apartamento à venda no Inovatto Condominium Club
Parque Del Sol

110m² de área construída;
3 suítes (Master com Jacuzzi na varanda);
Banheiro na varanda gourmet;
Dependência completa;
Elevador dedicado;
2 Vagas;
CONDOMÍNIO COM UMA ÁREA DE LAZER  COMPLETÍSSIMA: Piscinas, Deck gourmet, SKYFUN, SKYHEALTH e muito mais.
Boulevard  mais charmoso da cidade e, além de tudo isso, seu bairro vem com toda infraestrutura que você espera: escolas, faculdades, bancos, supermercados e conveniências, pet shops, padarias, restaurantes, hospitais e clínicas, shoppings, comércio variado e mais uma infinidade de facilidades.

R$ 850.000

Entre em contato e agende sua visita!
(85) 98809.6355
Micheli Lima
Corretora de Imóveis",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,850000,110,4,4,2,7727.272727272727,"Rua Fernando Santos, Cambeba, Fortaleza - CE",
Apartamentos,Venda - apartamento cobertura,60813550,Fortaleza,Engenheiro Luciano Cavalcante,Rua Marcelo Gentil Porto,"Código do anúncio: Edifício Portal dos Ventos

A cobertura duplex está localizado no bairro Engenheiro Luciano Cavalcante possui 119 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros
Possui área de fitness, área verde de jardim, playground, salão para festas e eventos.
Vai lhe possibilitar curtir os dias mais quentes na piscina.Espaço reservado para preparar o seu churrasco.
Elevador que garante o transporte das suas malas e compras.
Encontra-se em um condomínio protegido por muros.",1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,590000,119,3,4,3,4957.983193277311,"Rua Marcelo Gentil Porto, Engenheiro Luciano Cavalcante, Fortaleza - CE","Rua Marcelo Gentil Porto, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 61658-130, Brasil"
Apartamentos,Venda - apartamento padrão,60115220,Fortaleza,Meireles,Avenida Rui Barbosa - até 789/790,"Código do anúncio: AP0436

Excelente apartamento localizado no Meireles, com bastante espaço, cômodos confortáveis, ventilado, prédio muito bem cuidado e com as seguintes características:

- 3 suítes
- Sala ampliada
- Lavabo
- Ampla varanda
- Dependência de funcionários
- 2 vagas
- Nascente
- Projetado
- Deck com churrasqueira
- Quadra
- Salão de festas
- Academia
- Playground. -",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1200000,193,3,5,3,6217.616580310881,"Avenida Rui Barbosa - até 789/790, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60175100,Fortaleza,Varjota,Rua Pedro Rufino,"Código do anúncio: Ap189

Lindo apartamento proximo a beira mar com  3 quartos sendo 3 suites, sala 2 ambientes, sala de estar/ jantar, varanda, cozinha americana, 2 vagas garagem.
Comdominio com 2 elevadores sociais e 1 de serviço, 3 apartamentos por andar.
Ampla área de lazer com: piscina, deck gourmet com churrasqueira, salão de festas, brinquedoteca, academia, playground, pet place, streetball, espaço zen com jacuzzi, pista de cooper.
Agende sua visita 
Montenegro imóveis 
Creci 20068 pj",1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,869000,89,3,3,2,9764.044943820225,"Rua Pedro Rufino, Varjota, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60025001,Fortaleza,José Bonifácio,Rua Senador Pompeu - de 1821 a 2723 - lado ímpar,"Código do anúncio: PRAÇA DA LUZ VENDA

Espaço Gourmet, Salão de Jogos, Home Cinema, Salão de Festas, Fitness Center, Relax Interno com Jacuzzi e Sauna, Relax Externo com Jacuzzi, Piscinas Infantil e Adulto, Praça Shopping, Quadra Poliesportiva, Brinquedoteca, Espaço Mulher, Garage Band, Espaço Disco, Lavanderia, Sala de Estudos, Sala de Reuniões, Parque Aquático e muito mais.",1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,630000,69,2,2,2,9130.434782608696,"Rua Senador Pompeu - de 1821 a 2723 - lado ímpar, José Bonifácio, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60810130,Fortaleza,Guararapes,Rua Cláudio Manuel Dias Leite,"Código do anúncio: AP0221

Ficha técnica
Incorporação e Construção: Marquise Incorporações
Projeto de Arquitetura: Idea! Arquitetura e Design
Projeto de Ambientação: Debora Aguiar
Nº de Torres:01
Nº de Pavimentos:20 pavimentos tipo
Unidades por Andar:3
Nº total de vagas do empreendimento:120 vagas
Total de Unidades: 60
Área Privativa:90,38m²
N° de vagas por apartamento: 2 vagas

Área comum: piscina adulto e infantil, deck com churrasqueira, hall social, salão de festas, fitness, playground, mini-campo, deck jogos, brinquedoteca, guarita com vidros blindados e eclusa para pedestres.

Apartamento 90,38m²: sala de estar e jantar, 03 quartos sendo 02 suítes (01 master com closet), cozinha americana, área de serviço, banheiro de serviço, laje técnica, varanda, banheiro social.

Localização: Rua Cláudio Manuel Dias Leite, 301 - Guararapes - 60810-130 - Fortaleza / Ceará

R$: 780.000,00*

*Pagamento à vista da unidade 901, com área privativa de 90,38m²do empreendimento (Referente à Tabela de Vendas de Dezembro/2021).

Entregue me 01/2019.

Observação: Valor, disponibilidade e promoções, devem ser consultados conforme tabela e elegibilidade.

Robson Santos
Corretor e Avaliador de Imóveis/CRECI 16816
 Tim WhatsApp

e

Gerfson Rodrigues
Corretor e Avaliador de Imóveis/CRECI 16525
 Oi WhatsApp -",0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,780000,90,3,3,2,8666.666666666666,"Rua Cláudio Manuel Dias Leite, Guararapes, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60192072,Fortaleza,Cocó,Rua Andrade Furtado - de 951/952 a 1939/1940,"Código do anúncio: 3B0322

O apartamento está localizado no bairro Cocó possui 79 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros.

OPORTUNIDADE 
No coração do Cocó
Unidade andar alto super ventilado 
78,77m2
2 quartos, sendo 1 master ( terceiro quarto transformando em closet)
Wc social
Sala estar e jantar
Cozinha americana com armários 
Área de serviço 
2 vagas
R$ 399.000,00
Tx cond: R$ 764,98
IPTU: R$ 93,16

_________________________

Características do condomínio:
 23 pavimentos tipo
 Portaria 24h
 4 por andar
 2 elevadores
 Hall social
 Salão de festas

Mais informações ligue para seu corretor especialista.

Sávio Roosevelt Creci 7985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399000,79,2,2,2,5050.632911392405,"Rua Andrade Furtado - de 951/952 a 1939/1940, Cocó, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60763806,Fortaleza,Novo Mondubim,Rua Alfredo Mamede - até 874/875,"Código do anúncio: AP0018_DFV

Apartamento à Venda, 47m² por R$ 125.000. Novo Mondubim - Fortaleza/CE 

Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a D2is Corretores! 

Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da D2is Corretores entrará em contato para confirmar interesse e agendar uma visita. 

Se tiver alguma dúvida, é só entrar em contato com a Arbo pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. 

Confira mais sobre o imóvel da D2is Corretores: 

Oportunidade!! apartamento próximo a grandes avenidas como Perimetral e Godofredo Maciel.
DESOCUPADO.

- Sala
- Cozinha americana;
- 2 quartos
- Wc social
- 1 vaga

MAIORES INFORMAÇÕES:
9  (Whastapp / Telegraml)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,125000,47,2,1,1,2659.574468085106,"Rua Alfredo Mamede - até 874/875, Novo Mondubim, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60175205,Fortaleza,Papicu,Rua Riachuelo,"Código do anúncio: AP1740

Apartamento no Papicú com 130m² de área privativa distribuídos em sala 2 ambientes com varanda, banheiro social, 3 quartos sendo 1 suíte, cozinha com despensa, dependência completa de empregada, área de serviço, e com direito a uma vaga de garagem..
Uma infraestrutura com portaria, portão automático, interfone, e zeladoria.. -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,250000,130,3,3,1,1923.076923076923,"Rua Riachuelo, Papicu, Fortaleza - CE","Rua Riachuelo, Papicu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60175-205, Brasil"
Apartamentos,Venda - apartamento padrão,60182453,Fortaleza,Praia do Futuro I,Avenida Santos Dumont - de 7857 ao fim - lado ímpar,"Código do anúncio: FT0452_1-2479101

VISTA PANORÂMICA PARA O MAR! 
 área privativa: 97m² 
 
 3 Quartos sendo 3 suítes 
 banheiro social 
 sala p/ 2 ambientes estar/jantar 
 Coz. Americana 
 Área de serviço 
 WC serviço 
 2 vagas de garagem 
 
 ÁREA DE LAZER E INFRAESTRUTURA 
 Piscina adulto e infantil 
 Home Cinema 
 Deck com churrasqueira e bar 
 Playground 
 Campinho Poliesportivo 
 Fitness by Reebok 
 Salão de Jogos 
 Sauna 
 Espaço Mulher 
 Jacuzzi 
 Kids Club 
 
 Agende uma visita 
 
 Corretor responsável: 
 Miguel Lima 
 (85) 3067.8989 
 (85) 98843.9815 whatsapp 
 
 *todos os valores poderão sofrer alterações sem aviso prévio 
 
 
 
 
 
 
 
 
 
 
 
 
 - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado, 
 
 Água e gás com medidores individuais",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750000,97,3,4,2,7731.958762886598,"Avenida Santos Dumont - de 7857 ao fim - lado ímpar, Praia do Futuro I, Fortaleza - CE",
Apartamentos,Venda - loft/studio,60165082,Fortaleza,Mucuripe,Avenida da Abolição - de 3400 ao fim - lado par,"Código do anúncio: FL0122

Excelente flat, à beira do Mucuripe, totalmente vista mar, 50m²: cozinha, sala, varanda, 01 suíte com closet.  Mobiliado e projetado, 01 vaga.

Toda estrutura de segurança, com manobrista, serviços de limpeza diária, agua e gás inclusos no valor de condomínio, e toda área de lazer completa com piscina, deck, sauna, recepção 24 horas e muito próximo da melhor e mais qualificada orla de Fortaleza

Venha conhecer o Flat dos seus sonhos, com toda a comodidade e praticidade para você:)

Agende já sua visita:) -",1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,520000,50,1,1,1,10400.0,"Avenida da Abolição - de 3400 ao fim - lado par, Mucuripe, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60191335,Fortaleza,Manuel Dias Branco,Rua Zuca Accioly,"Código do anúncio: VAP046

O apartamento está localizado no bairro Cocó com 78 m2, com 3 quartos, sendo 2 suítes e mais 01 banheiro social.

No condomínio do prédio, encontramos:  piscina, campo de futebol,  jardim, parquinho com diferentes brinquedos, salão para festas e eventos, Deck com churrasqueira, dentre outros.

Valor: R$ 335.000
Condominio: R$ 550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335000,78,3,3,2,4294.871794871795,"Rua Zuca Accioly, Manuel Dias Branco, Fortaleza - CE","Rua Zuca Accioly, Manuel Dias Branco, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60191-335, Brasil"
Casas,Venda - casa em rua pública,60544445,Fortaleza,Siqueira,Rua Santa Rita dos Milagres,"Código do anúncio: 3029

casas novas térreas com 2 quartos no bairro Siqueira / Jatobá em Fortaleza .

casa super bem localizadas no bairro, ruas asfaltadas, vizinhança tranquila, a poucos metros de linha de ônibus, supermercados, vias de acesso, praças, escolas e muito mais...

a casa contam com 2 quartos muito bem distribuídos,  1 banheiro, sala de estar, cozinha individual, lavanderia, quintal, garagem para até 2 carros, corredor lateral externo, jardim, espaço com chuveirão e piscina no quintal.

somos correspondente bancário, agilizamos seu processo com rapidez!

Saiba mais!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,175000,58,2,1,2,3017.2413793103447,"Rua Santa Rita dos Milagres, Siqueira, Fortaleza - CE",
Casas,Venda - casa em rua pública,60055370,Fortaleza,José Bonifácio,Rua Sousa Girão - até 288/289,"Código do anúncio: CA0185

A casa está localizado no bairro José Bonifácio possui 240 metros quadrados com 4 quartos sendo 3 suites e 4 banheiros
Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes.Encontra-se na privacidade de um condomínio fechado.",0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1390000,240,4,4,5,5791.666666666667,"Rua Sousa Girão - até 288/289, José Bonifácio, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60165070,Fortaleza,Meireles,Rua Silva Jatahy,"Código do anúncio: FTDDAM

Lindo apartamento com 58 m2, construtora Marquise, com 2 quartos sendo 1 suite e 1 banheiro. Vista mar, muito ventilado, avarandado, com planta muito interessante. O condomínio tem rooftop com vistas lindas e muito conforto, próximo do Coworking. Piscina, Academia, Deck com Churrasqueira, Salão de Festas, Bicicletar e mais. Para mais informações:  ou @matheustellesf.",1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,860000,58,2,1,1,14827.586206896553,"Rua Silva Jatahy, Meireles, Fortaleza - CE","Rua Silva Jatahy, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-070, Brasil"
Apartamentos,Venda - apartamento padrão,60125160,Fortaleza,Meireles,Rua Visconde de Mauá - até 789/790,"Código do anúncio: a375a6

O apartamento no bairro Meireles tem 170 metros quadrados com 3 quartos sendo 3 suites todas com closets e 5 banheiros ampla sala de estar e jantar, lavabo, sala de TV, varanda muito ventilada, DCE completa 

Possui salão de festas, jardim.
Vai lhe possibilitar praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Elevador para mais praticidade no dia-a-dia.
Fica em um condomínio fechado.
Já está com os móveis.",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,780000,170,3,5,3,4588.235294117647,"Rua Visconde de Mauá - até 789/790, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60175340,Fortaleza,Varjota,Rua Meruoca - de 100/101 ao fim,"Código do anúncio: APE116

Apartamento com 03 Quartos sendo 01 Suíte mais Dependência Completa de Serviço, localizado no Bairro Varjota em Fortaleza, a poucos metros do Sams Club e Supermercado BIG Bom Preço. Com fácil acesso a praia do Mucuripe.

Agende uma Visita!

Apartamentos: 18 | Apartamento Por Andar: 03

Pavimentos: 08 sendo 01 (Subsolo) + 01 (Térreo) + 06 (Tipo) | Torres: 01

Elevadores: 01

Área Privativa: 95,50m²

(03 Quartos sendo 01 Suíte) + Banheiro Social + Dependência Completa de Serviço

-Sala de Estar e Jantar,
-Cozinha Convencional,
-Área de Serviço,
-Banheiro Social,

Vagas de Garagem: 02

Área Comum:

-Salão de Festas,
-Guarita Elevada com Eclusa,

DATA DE ENTREGA:

TAXA DE CONDOMÍNIO: R$ 1.200,00",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,250000,118,4,2,2,2118.64406779661,"Rua Meruoca - de 100/101 ao fim, Varjota, Fortaleza - CE",
Casas,Venda - casa em rua pública,60833695,Fortaleza,Sapiranga-Coité,Rua Antônio Gentil,"Código do anúncio: CA0293

Casa com 03 suítes, escritório, quintal, jardim, 2 vagas.
Linda casa, pronta pra morar no bairro Sapiranga, a poucos metros da av. Dr Joaquim Frota, vasto comércio na região, transporte público, fácil acesso à av. Washington Soares e a Maestro Lisboa.
Próximo as melhores instituições de ensino do estado.

Ligue e agende sua visita! -",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,380000,110,3,4,2,3454.5454545454545,"Rua Antônio Gentil, Sapiranga-Coité, Fortaleza - CE","Rua Antônio Gentil Gomes, Lagoa Seca, Sapiranga / Coité, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60833-695, Brasil"
Apartamentos,Venda - apartamento padrão,60135205,Fortaleza,Dionisio Torres,Rua Pinho Pessoa - de 1350/1351 ao fim,"Código do anúncio: Washington soares

O apartamento está localizado no bairro Dionísio Torres quase esquina com  a Barão de Studart , com 147 metros quadrados com 4 quartos sendo 2 suítes e 4 banheiros
Possui jardim .Elevador para mais praticidade no dia-a-dia.
Encontra-se em um condomínio protegido por muros.
Já tem os móveis projetados  incluídos. 
Sala ampla, ventilado e iluminação natural. 
Nascente e vaga pra 3 carros 
ligue oi (85) 9.8601.8778 ou uma mensagem via celular.85 9.9634.5414  whats


Visita somente com o corretor e horário previamente agendado.

                              CORRETORA HELAINE creci 8981


Nota: os preços, valores e informações contidas nessa pagina podem sofrer alterações sem aviso prévio.
Em atenção a lei 8.078/90, informa-se que algumas imagens podem tem caráter meramente ilustrativo.
Por esse motivo, as informações devem ser confirmadas.",1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,390000,147,4,4,3,2653.061224489796,"Rua Pinho Pessoa - de 1350/1351 ao fim, Dionisio Torres, Fortaleza - CE",
Casas,Venda - casa em rua pública,60743675,Fortaleza,Passaré,Rua 1 do Loteamento Santiago de Compostela,"Código do anúncio: 50ytalo- 859... ver número

CASA RECÉM ENTREGUE em ótima Localização !!
Entrada Mínima a Partir de R$25.000
Parcelas a Partir de R$600,00 Reais.

Casas com:
03 Quartos, sendo uma Suíte
02 Banheiros com acesso Social 
Sala Ampla Dois Ambientes 
Cozinha Americana 
Garagem para 02 Carros

INTERESSADOS ENTRE EM CONTATO COM:
 Ytalo 

Ou deixe seu contato via chat.
 ESSA É A SUA GRANDE OPORTUNIDADE.

  Ytalo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,180,3,2,2,2222.222222222222,"Rua 1 do Loteamento Santiago de Compostela, Passaré, Fortaleza - CE",
